Answer	(Question 1, Freq 1)	(Question 2, Freq 2)	...
flighty	('Allison did not like her husband calling her __________.', 0.01)
walk	('The beach is the place we will usually __________.', 0.01)
elegant	('The restaurants on the west end were very __________.', 0.01)
soothing	('Paige thought the color of the wall was rather __________.', 0.01)
lunch	('The stockholders meeting started after a short __________.', 0.04)	('The patient was angry for receiving the wrong __________.', 0.01)
coffee	('A gardener, Harry likes to fertilize plants with __________.', 0.02)
sissy	('Grace laughed when he referred to her as a __________.', 0.02)
gather	('The beach is the place we will usually __________.', 0.03)
vents	('Hearing noises from above, the confused man inspected the __________.', 0.01)
nadir	('A village was discovered between the mountains, in a __________.', 0.01)
guano	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
humor	('While watching the funny movie, Kim was overcome with __________.', 0.01)	('As Aiden aged, he began to lose his __________.', 0.01)
bin	('The clothier grabbed a bolt of cloth from the __________.', 0.02)
carnivore	('Tom was told that this particular plant was a __________.', 0.01)
wench	('Grace laughed when he referred to her as a __________.', 0.01)
ass	('Grace laughed when he referred to her as a __________.', 0.01)
dirty	('The restaurants on the west end were very __________.', 0.02)	('Tom was told that this particular plant was a __________.', 0.01)
arouse	('Tim was very tired, so he was difficult to __________.', 0.03)
grip	('David lost tug-of-war because he was too tired to __________.', 0.01)
number	('The patient was angry for receiving the wrong __________.', 0.01)
recoup	('After the marathon, Kelly dined at a buffet to __________.', 0.03)
unwind	('After a long workday, Jack was excited to __________.', 0.02)
recharge	('After the marathon, Kelly dined at a buffet to __________.', 0.02)
twitch	('After waiting three hours, Cal whined and started to __________.', 0.01)
shed	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
paintcans	('The girls made beautiful designs on the street with __________.', 0.01)
boardwalk	('Looking for local beer, people walked to the __________.', 0.01)
sting	('He hated bees and feared encountering a __________.', 0.04)
kid	('Grace laughed when he referred to her as a __________.', 0.02)
teach	('Tim was very tired, so he was difficult to __________.', 0.01)
tunnel	('A village was discovered between the mountains, in a __________.', 0.01)
sweet thang	('Allison did not like her husband calling her __________.', 0.01)
sulk	('After waiting three hours, Cal whined and started to __________.', 0.01)
announcement	('The stockholders meeting started after a short __________.', 0.01)
actress	('Grace laughed when he referred to her as a __________.', 0.02)
community	('A village was discovered between the mountains, in a __________.', 0.01)
compete	('David lost tug-of-war because he was too tired to __________.', 0.02)
argument	('The stockholders meeting started after a short __________.', 0.01)
spray	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
employees	('Running low on cookies, the bakery needed a new __________.', 0.03)
saddle	('The horse broke the fence by kicking out his __________.', 0.01)
cheat	('Grace laughed when he referred to her as a __________.', 0.01)
fan	('Hearing noises from above, the confused man inspected the __________.', 0.01)
classy	('The restaurants on the west end were very __________.', 0.01)
tulip	('Tom was told that this particular plant was a __________.', 0.01)
knob	("The sailor entered the deck after lifting the door's __________.", 0.01)
chicken	('Grace laughed when he referred to her as a __________.', 0.01)
argue	('After waiting three hours, Cal whined and started to __________.', 0.02)
find	('Tim was very tired, so he was difficult to __________.', 0.01)
information	('The patient was angry for receiving the wrong __________.', 0.01)
bean	('Tom was told that this particular plant was a __________.', 0.01)
agree	("Daniel loved Annie and couldn't help but __________.", 0.01)
ch	('The beach is the place we will usually __________.', 0.01)
No Response	('While watching the funny movie, Kim was overcome with __________.', 0.02)	('The horse broke the fence by kicking out his __________.', 0.02)	('After the marathon, Kelly dined at a buffet to __________.', 0.02)	('After a long workday, Jack was excited to __________.', 0.02)	('Allison did not like her husband calling her __________.', 0.02)	('Isaiah loved to see the wild eagles __________.', 0.02)	('The impatient man kept glancing at his __________.', 0.02)	("Daniel loved Annie and couldn't help but __________.", 0.02)	('After waiting three hours, Cal whined and started to __________.', 0.02)	('The beach is the place we will usually __________.', 0.01)	('The girls made beautiful designs on the street with __________.', 0.02)	('As Aiden aged, he began to lose his __________.', 0.02)	('Grace laughed when he referred to her as a __________.', 0.01)	("The baby's face puckered when she ate something __________.", 0.01)	('Paige thought the color of the wall was rather __________.', 0.02)	('Josie drank a large glass of milk every __________.', 0.02)	('Running low on cookies, the bakery needed a new __________.', 0.02)	('Hearing noises from above, the confused man inspected the __________.', 0.02)	('The clothier grabbed a bolt of cloth from the __________.', 0.02)	('The restaurants on the west end were very __________.', 0.02)	('Jean was satisfied as her sculpture began to take __________.', 0.02)	("The treasure chest didn't close because of a broken __________.", 0.02)	("The sailor entered the deck after lifting the door's __________.", 0.02)	('Looking for local beer, people walked to the __________.', 0.02)	('The stockholders meeting started after a short __________.', 0.02)	('You could be seriously injured by a horse __________.', 0.02)	('A gardener, Harry likes to fertilize plants with __________.', 0.02)	('Pressed for time, Beth made a quick grocery __________.', 0.02)	('David lost tug-of-war because he was too tired to __________.', 0.02)	('The reckless driver drove too quickly around the __________.', 0.02)	('The patient was angry for receiving the wrong __________.', 0.02)	('Tim was very tired, so he was difficult to __________.', 0.02)	('Tom was told that this particular plant was a __________.', 0.02)	('He hated bees and feared encountering a __________.', 0.01)	('A village was discovered between the mountains, in a __________.', 0.02)
endure	('Tim was very tired, so he was difficult to __________.', 0.01)
onimental	('Tom was told that this particular plant was a __________.', 0.01)
fence	('The horse broke the fence by kicking out his __________.', 0.01)
mom	('Allison did not like her husband calling her __________.', 0.01)	('Grace laughed when he referred to her as a __________.', 0.01)
cow	('Grace laughed when he referred to her as a __________.', 0.01)
dote	("Daniel loved Annie and couldn't help but __________.", 0.01)
whore	('Allison did not like her husband calling her __________.', 0.02)
tavern	('Looking for local beer, people walked to the __________.', 0.02)
snob	('Grace laughed when he referred to her as a __________.', 0.01)
jungle	('A village was discovered between the mountains, in a __________.', 0.01)
wait	('The stockholders meeting started after a short __________.', 0.02)
rude	('Allison did not like her husband calling her __________.', 0.01)
goddess	('Grace laughed when he referred to her as a __________.', 0.01)
gap	('A village was discovered between the mountains, in a __________.', 0.01)
spool	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
pride	('The girls made beautiful designs on the street with __________.', 0.01)
party	('After a long workday, Jack was excited to __________.', 0.02)
bunny	('Allison did not like her husband calling her __________.', 0.01)
dahlia	('Tom was told that this particular plant was a __________.', 0.01)
say	("Daniel loved Annie and couldn't help but __________.", 0.01)
tart	("The baby's face puckered when she ate something __________.", 0.01)
coax	('Tim was very tired, so he was difficult to __________.', 0.01)
source	('Hearing noises from above, the confused man inspected the __________.', 0.01)	('Running low on cookies, the bakery needed a new __________.', 0.01)
high-end	('The restaurants on the west end were very __________.', 0.01)
results	('The patient was angry for receiving the wrong __________.', 0.01)
reenergize	('After the marathon, Kelly dined at a buffet to __________.', 0.02)
puppet	('Grace laughed when he referred to her as a __________.', 0.01)
sparse	('The restaurants on the west end were very __________.', 0.01)
talk	('Tim was very tired, so he was difficult to __________.', 0.01)
institutional	('Paige thought the color of the wall was rather __________.', 0.01)
reception	('The stockholders meeting started after a short __________.', 0.01)
slats	('The horse broke the fence by kicking out his __________.', 0.01)
bitchy	('Allison did not like her husband calling her __________.', 0.01)
pookie	('Grace laughed when he referred to her as a __________.', 0.01)
drive	('Tim was very tired, so he was difficult to __________.', 0.02)
youth	('As Aiden aged, he began to lose his __________.', 0.01)
sugar tits	('Allison did not like her husband calling her __________.', 0.01)
crazy	('Grace laughed when he referred to her as a __________.', 0.01)
annual	('Tom was told that this particular plant was a __________.', 0.01)
stairs	('Hearing noises from above, the confused man inspected the __________.', 0.01)
shipment	('Running low on cookies, the bakery needed a new __________.', 0.01)
stack	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
harness	('The horse broke the fence by kicking out his __________.', 0.01)
trash	('The beach is the place we will usually __________.', 0.01)
worm juice	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
appeal	('As Aiden aged, he began to lose his __________.', 0.01)
doubting	("Daniel loved Annie and couldn't help but __________.", 0.01)
gorge	('After the marathon, Kelly dined at a buffet to __________.', 0.01)
idiot	('Grace laughed when he referred to her as a __________.', 0.01)
concentrate	('Tim was very tired, so he was difficult to __________.', 0.01)
measurements	('Jean was satisfied as her sculpture began to take __________.', 0.01)
weak	('David lost tug-of-war because he was too tired to __________.', 0.01)
wanting more	("Daniel loved Annie and couldn't help but __________.", 0.01)
screen	("The sailor entered the deck after lifting the door's __________.", 0.01)
beauty	('Tom was told that this particular plant was a __________.', 0.01)
frame	("The sailor entered the deck after lifting the door's __________.", 0.01)
hornet	('He hated bees and feared encountering a __________.', 0.02)
liar	('Grace laughed when he referred to her as a __________.', 0.01)
queen	('Grace laughed when he referred to her as a __________.', 0.01)
life	('Jean was satisfied as her sculpture began to take __________.', 0.01)
car	('The impatient man kept glancing at his __________.', 0.01)
chick	('Grace laughed when he referred to her as a __________.', 0.01)
giggles	('While watching the funny movie, Kim was overcome with __________.', 0.01)
wings	('Isaiah loved to see the wild eagles __________.', 0.02)
snapdragon	('Tom was told that this particular plant was a __________.', 0.01)
pen	('The horse broke the fence by kicking out his __________.', 0.01)
opening	("The sailor entered the deck after lifting the door's __________.", 0.01)
fret	('After waiting three hours, Cal whined and started to __________.', 0.01)
upstairs	('Hearing noises from above, the confused man inspected the __________.', 0.01)
take	('Tim was very tired, so he was difficult to __________.', 0.01)
advice	('The patient was angry for receiving the wrong __________.', 0.01)
clone	('Tom was told that this particular plant was a __________.', 0.01)
cancer	('Grace laughed when he referred to her as a __________.', 0.01)
stomp	('After waiting three hours, Cal whined and started to __________.', 0.01)
clouds	('Hearing noises from above, the confused man inspected the __________.', 0.01)
deal with	('Tim was very tired, so he was difficult to __________.', 0.02)
foreign	('A village was discovered between the mountains, in a __________.', 0.01)
blah	('Paige thought the color of the wall was rather __________.', 0.01)
hour	('Josie drank a large glass of milk every __________.', 0.01)
girlfriend	('Grace laughed when he referred to her as a __________.', 0.01)
arouse 	('Tim was very tired, so he was difficult to __________.', 0.01)
sweet	("The baby's face puckered when she ate something __________.", 0.01)
see	('Tim was very tired, so he was difficult to __________.', 0.03)
forest	('A village was discovered between the mountains, in a __________.', 0.01)
seeds	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
fabric	('The girls made beautiful designs on the street with __________.', 0.01)
loner	('Tom was told that this particular plant was a __________.', 0.01)
hull	("The sailor entered the deck after lifting the door's __________.", 0.01)
tree	('Tom was told that this particular plant was a __________.', 0.01)	('Hearing noises from above, the confused man inspected the __________.', 0.01)
upscale	('The restaurants on the west end were very __________.', 0.01)
meeting	('The stockholders meeting started after a short __________.', 0.01)
tell	("Daniel loved Annie and couldn't help but __________.", 0.01)
sugar	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
way	('The horse broke the fence by kicking out his __________.', 0.01)
yellowjacket	('He hated bees and feared encountering a __________.', 0.01)
goof	('Grace laughed when he referred to her as a __________.', 0.01)
sand	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
dryer	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
luster	('As Aiden aged, he began to lose his __________.', 0.01)
clutch	("The sailor entered the deck after lifting the door's __________.", 0.01)
mean	('Allison did not like her husband calling her __________.', 0.01)
clamp	("The treasure chest didn't close because of a broken __________.", 0.01)
cunt	('Grace laughed when he referred to her as a __________.', 0.01)
bark	('After waiting three hours, Cal whined and started to __________.', 0.01)
rooftop	('Hearing noises from above, the confused man inspected the __________.', 0.01)
luxurious	('The restaurants on the west end were very __________.', 0.01)
study	('Tim was very tired, so he was difficult to __________.', 0.01)
cliff	('A village was discovered between the mountains, in a __________.', 0.01)
box	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
's kick	('You could be seriously injured by a horse __________.', 0.01)
moan	("Daniel loved Annie and couldn't help but __________.", 0.01)
bird	('Grace laughed when he referred to her as a __________.', 0.01)
cook	('Running low on cookies, the bakery needed a new __________.', 0.01)
refund	('The patient was angry for receiving the wrong __________.', 0.01)
picnic	('The beach is the place we will usually __________.', 0.01)
sweetheart	('Allison did not like her husband calling her __________.', 0.02)
spasms	('While watching the funny movie, Kim was overcome with __________.', 0.01)
consult	('Tim was very tired, so he was difficult to __________.', 0.01)
papers	('The patient was angry for receiving the wrong __________.', 0.01)
tea	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
large	('Tom was told that this particular plant was a __________.', 0.01)
park	('The beach is the place we will usually __________.', 0.01)
red	('Paige thought the color of the wall was rather __________.', 0.01)
piece	('The stockholders meeting started after a short __________.', 0.01)
shells	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
display	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
gaze	("Daniel loved Annie and couldn't help but __________.", 0.01)
buffalo	('Grace laughed when he referred to her as a __________.', 0.01)
rhododendrum	('Tom was told that this particular plant was a __________.', 0.01)
wagon	('You could be seriously injured by a horse __________.', 0.01)
grouch	('Grace laughed when he referred to her as a __________.', 0.01)
dig	('The beach is the place we will usually __________.', 0.01)
wall	('The clothier grabbed a bolt of cloth from the __________.', 0.01)
dish	('The horse broke the fence by kicking out his __________.', 0.01)
muffin	('Allison did not like her husband calling her __________.', 0.01)
refresh	('After the marathon, Kelly dined at a buffet to __________.', 0.02)
excite	('Tim was very tired, so he was difficult to __________.', 0.01)
hazard	('Tom was told that this particular plant was a __________.', 0.01)
dream	("Daniel loved Annie and couldn't help but __________.", 0.01)
scamp	('Grace laughed when he referred to her as a __________.', 0.01)
hold	('Jean was satisfied as her sculpture began to take __________.', 0.01)
hag	('Grace laughed when he referred to her as a __________.', 0.01)
area	('Hearing noises from above, the confused man inspected the __________.', 0.01)
dance	('After a long workday, Jack was excited to __________.', 0.01)
crowed	('The restaurants on the west end were very __________.', 0.01)
town	('A village was discovered between the mountains, in a __________.', 0.01)
open	("The sailor entered the deck after lifting the door's __________.", 0.01)
simpleton	('Grace laughed when he referred to her as a __________.', 0.01)
nitrate	('A gardener, Harry likes to fertilize plants with __________.', 0.01)
post	('The horse broke the fence by kicking out his __________.', 0.01)
market	('Looking for local beer, people walked to the __________.', 0.01)
